Year,Pk,Tm,Player,College,Yrs,G,MP...8,PTS...9,TRB...10,AST...11,FG%,3P%,FT%,MP...15,PTS...16,TRB...17,AST...18,WS,WS/48,BPM,VORP,Seasons,VPS,mean_vps,median_vps,repl325_vps,VOADP_mean,VOADP_med,VOADP_repl,exp_vps_pick,VODP,exp_vps_pick_med,VODP_med
2022,10,WAS,Johnny Davis,Wisconsin,3,112,1278,395,175,71,0.397,0.273,0.561,11.4,3.5,1.6,0.6,-0.4,-0.013,-6.2,-1.3,3,-0.43333333333333335,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.5608974358974359,-0.4166666666666667,-0.30000000000000004,0.5237692646937907,-0.957102598027124,0.19501927305448172,-0.6283526063878151
2022,11,OKC,Ousmane Dieng,NA,3,109,1339,468,237,114,0.424,0.293,0.727,12.3,4.3,2.2,1,1.7,0.062,-2.6,-0.2,3,-0.06666666666666667,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.19423076923076926,-0.05,0.06666666666666667,0.4786190787133089,-0.5452857453799755,0.15578292031903404,-0.22244958698570072
2022,12,OKC,Jalen Williams,Santa Clara,3,215,6736,3901,988,924,0.513,0.382,0.803,31.3,18.1,4.6,4.3,20.7,0.148,2.2,7.2,3,2.4,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,2.2724358974358974,2.4166666666666665,2.533333333333333,0.4385889998461299,1.96141100015387,0.12408236683056614,2.275917633169434
2022,13,DET,Jalen Duren,Memphis,3,206,5481,2371,2111,431,0.653,0,0.691,26.6,11.5,10.2,2.1,18.6,0.162,0.9,4,3,1.3333333333333333,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,1.2057692307692307,1.3499999999999999,1.4666666666666666,0.40326437004382154,0.9300689632895117,0.09901895244642739,1.234314380886906
2022,14,UTA,Ochai Agbaji,Kansas,3,201,4589,1589,579,248,0.45,0.353,0.734,22.8,7.9,2.9,1.2,4.5,0.048,-2.7,-0.8,3,-0.26666666666666666,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.3942307692307693,-0.25,-0.13333333333333333,0.37223053125795125,-0.6388971979246179,0.07969401702396717,-0.34636068369063383
2022,15,CHO,Mark Williams,Duke,3,106,2507,1300,935,149,0.622,0,0.753,23.7,12.3,8.8,1.4,9.7,0.185,1.8,2.4,3,0.7999999999999999,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,0.6724358974358974,0.8166666666666667,0.9333333333333332,0.34507282544008694,0.454927174559913,0.06520890042053472,0.7347910995794652
2022,16,ATL,AJ Griffin,Duke,2,92,1572,687,171,78,0.447,0.372,0.898,17.1,7.5,1.9,0.8,1.8,0.053,-1.7,0.1,3,0.03333333333333333,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.09423076923076926,0.05,0.16666666666666666,0.32137659454179607,-0.28804326120846274,0.05466494249347947,-0.021331609160146134
2022,17,HOU,Tari Eason,LSU,3,161,3667,1661,1011,198,0.466,0.345,0.741,22.8,10.3,6.3,1.2,8.8,0.116,0.8,2.6,3,0.8666666666666667,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,0.7391025641025641,0.8833333333333334,1,0.3007271805146462,0.5659394861520205,0.0471634831001506,0.8195031835665161
2022,18,CHI,Dalen Terry,Arizona,3,170,1882,591,274,200,0.445,0.298,0.662,11.1,3.5,1.6,1.2,2.4,0.061,-2.8,-0.4,3,-0.13333333333333333,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.2608974358974359,-0.11666666666666667,0,0.2827100646402099,-0.4160433979735433,0.04180636885401316,-0.17513970218734648
2022,19,MEM,Jake LaRavia,Wake Forest,3,136,2569,942,450,237,0.429,0.371,0.751,18.9,6.9,3.3,1.7,4.4,0.083,-1.2,0.5,3,0.16666666666666666,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,0.039102564102564075,0.18333333333333332,0.3,0.2669568902801344,-0.10029022361346776,0.03786334212357413,0.1288033245430925
2022,20,SAS,Malaki Branham,Ohio State,3,188,3571,1598,380,321,0.439,0.336,0.843,19,8.5,2,1.7,-0.3,-0.004,-5.1,-2.9,3,-0.9666666666666667,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-1.0942307692307693,-0.95,-0.8333333333333334,0.25321198520532007,-1.2198786518719866,0.035013988896667375,-1.001680655563334
2022,21,DEN,Christian Braun,Kansas,3,237,5511,2178,897,396,0.528,0.384,0.752,23.3,9.2,3.8,1.7,13.4,0.117,-0.9,1.5,3,0.5,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,0.37243589743589745,0.5166666666666667,0.6333333333333333,0.2412365487619691,0.2587634512380309,0.032999258641050105,0.46700074135894987
2022,22,UTA,Walker Kessler,Auburn,3,196,4936,1838,1808,226,0.68,0.196,0.537,25.2,9.4,9.2,1.2,16.6,0.161,1.9,4.9,3,1.6333333333333335,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,1.505769230769231,1.6500000000000001,1.7666666666666668,0.23079178029628294,1.4025415530370506,0.03156010082447941,1.601773232508854
2022,23,MEM,David Roddy,Colorado State,3,168,2845,1044,488,174,0.421,0.302,0.679,16.9,6.2,2.9,1,1.7,0.029,-4,-1.4,3,-0.4666666666666666,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.5942307692307692,-0.44999999999999996,-0.33333333333333326,0.22163887915446345,-0.68830554582113,0.03043746491471261,-0.4971041315813792
2022,24,MIL,MarJon Beauchamp,NA,3,135,1465,556,258,77,0.43,0.354,0.718,10.9,4.1,1.9,0.6,1.2,0.038,-4,-0.8,3,-0.26666666666666666,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.3942307692307693,-0.25,-0.13333333333333333,0.2135390446827121,-0.48020571134937873,0.029372300379506795,-0.29603896704617344
2022,25,SAS,Blake Wesley,Notre Dame,3,156,2228,669,236,378,0.409,0.297,0.634,14.3,4.3,1.5,2.4,-0.5,-0.011,-5.7,-2.1,3,-0.7000000000000001,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.8275641025641026,-0.6833333333333333,-0.5666666666666668,0.20625347622723092,-0.906253476227231,0.028105556686619317,-0.7281055566866194
2022,26,MIN,Wendell Moore Jr.,Duke,3,90,727,210,125,66,0.46,0.25,0.815,8.1,2.3,1.4,0.7,0.8,0.055,-2.6,-0.1,3,-0.03333333333333333,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.1608974358974359,-0.016666666666666666,0.1,0.1995433731342215,-0.23287670646755482,0.02637818330380722,-0.059711516637140555
2022,27,MIA,Nikola Jović,NA,3,107,2256,928,403,231,0.45,0.37,0.804,21.1,8.7,3.8,2.2,4.7,0.099,0,1.1,3,0.3666666666666667,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,0.2391025641025641,0.38333333333333336,0.5,0.19318245727493485,0.17348420939173184,0.023959206245877565,0.34270746042078915
2022,28,GSW,Patrick Baldwin Jr.,UW-Milwaukee,3,93,826,343,188,43,0.405,0.373,0.658,8.9,3.7,2,0.5,0.6,0.032,-3.1,-0.2,3,-0.06666666666666667,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.19423076923076926,-0.05,0.06666666666666667,0.187063962727798,-0.25373062939446467,0.020885607877851622,-0.08755227454451829
2022,29,HOU,TyTy Washington Jr.,Kentucky,3,58,607,194,63,68,0.347,0.234,0.542,10.5,3.3,1.1,1.2,-0.4,-0.031,-6.8,-0.7,3,-0.2333333333333333,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.3608974358974359,-0.21666666666666665,-0.09999999999999998,0.1811474229056856,-0.4144807562390189,0.017343019209943075,-0.25067635254327636
2022,30,DEN,Peyton Watson,UCLA,3,171,3330,1158,528,191,0.472,0.328,0.673,19.5,6.8,3.1,1.1,5.3,0.076,-2,0,3,0,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.12756410256410258,0.016666666666666666,0.13333333333333333,0.1753930784739498,-0.1753930784739498,0.013518656971489046,-0.013518656971489046
2022,31,IND,Andrew Nembhard,Gonzaga,3,208,5651,1988,556,947,0.464,0.335,0.795,27.2,9.6,2.7,4.6,6.1,0.051,-2.6,-0.8,3,-0.26666666666666666,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.3942307692307693,-0.25,-0.13333333333333333,0.1697611700979431,-0.4364278367646097,0.009599737891827045,-0.2762664045584937
2022,32,ORL,Caleb Houstan,Michigan,3,168,2415,685,258,94,0.391,0.372,0.836,14.4,4.1,1.5,0.6,4,0.079,-2.7,-0.5,3,-0.16666666666666666,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.29423076923076924,-0.15,-0.033333333333333326,0.16421193844301726,-0.3308786051096839,0.005773478700293968,-0.17244014536696062
2022,33,TOR,Christian Koloko,Arizona,2,95,1144,272,263,47,0.519,0.063,0.644,12,2.9,2.8,0.5,2.7,0.111,-3.3,-0.4,3,-0.13333333333333333,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.2608974358974359,-0.11666666666666667,0,0.15870562417452455,-0.2920389575078579,0.0022270961262271104,-0.13556042945956046
2022,34,OKC,Jaylin Williams,Arkansas,3,165,2595,842,737,306,0.43,0.39,0.752,15.7,5.1,4.5,1.9,7.6,0.14,1.1,2,3,0.6666666666666666,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,0.5391025641025641,0.6833333333333333,0.7999999999999999,0.15320246795781733,0.5134641987088493,-8.521931010360706e-4,0.6675188597677028
2022,35,LAL,Max Christie,Michigan State,3,186,3583,1161,475,227,0.426,0.37,0.841,19.3,6.2,2.6,1.2,4,0.053,-2.9,-0.8,3,-0.26666666666666666,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.3942307692307693,-0.25,-0.13333333333333333,0.1476628114356347,-0.41432947810230136,-0.003278262003038208,-0.26338840466362845
2022,36,POR,Gabriele Procida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,NA,NA,NA,0.1420564620833413,NA,-0.004967139140395749,NA
2022,37,DAL,Jaden Hardy,NA,3,178,2604,1446,309,255,0.425,0.381,0.763,14.6,8.1,1.7,1.4,0.7,0.013,-3.8,-1.2,3,-0.39999999999999997,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.5275641025641026,-0.3833333333333333,-0.2666666666666666,0.13637029063280634,-0.5363702906328063,-0.006019000230725964,-0.393980999769274
2022,38,MEM,Kennedy Chandler,Tennessee,1,36,281,78,38,58,0.422,0.133,0.462,7.8,2.2,1.1,1.6,0.3,0.044,-2.7,0,3,0,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.12756410256410258,0.016666666666666666,0.13333333333333333,0.1305929557090531,-0.1305929557090531,-0.006553315986198311,0.006553315986198311
2022,39,CLE,Khalifa Diop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,NA,NA,NA,0.12471311593710457,NA,-0.006689557118982512,NA
2022,40,CHO,Bryce McGowens,Nebraska,3,118,1701,561,198,107,0.415,0.323,0.766,14.4,4.8,1.7,0.9,0.6,0.017,-5.6,-1.5,3,-0.5,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.6275641025641026,-0.48333333333333334,-0.3666666666666667,0.11871942994198349,-0.6187194299419835,-0.006547194341248654,-0.4934528056587513
2022,41,NOP,E.J. Liddell,Ohio State,2,20,76,25,14,4,0.429,0.2,1,3.8,1.3,0.7,0.2,0.1,0.048,-4.3,0,3,0,0.12756410256410258,-0.016666666666666666,-0.13333333333333333,-0.12756410256410258,0.016666666666666666,0.13333333333333333,0.11260055634871349,-0.11260055634871349,-0.006245698365165972,0.006245698365165972
